record - header - identifier,dc:contributor[@element=contributor][@qualifier=author],dc:date[@element=date][@qualifier=accessioned],dc:date[@element=date][@qualifier=available],dc:date[@element=date][@qualifier=issued],dc:identifier[@element=identifier][@qualifier=uri],dc:description[@element=description][@language=en],dc:description[@element=description][@qualifier=abstract][@language=en],dc:description[@element=description][@qualifier=provenance][@language=en],dc:format[@element=format][@qualifier=extent],dc:format[@element=format][@qualifier=mimetype],dc:language[@element=language][@qualifier=iso],dc:subject[@element=subject][@language=en],dc:title[@element=title][@language=en],dc:type[@element=type][@language=en],dc:subject[@element=subject],dc:description[@element=description][@qualifier=sponsorship][@language=en],dc:language[@element=language][@qualifier=iso][@language=en],dc:description[@element=description][@qualifier=abstract][@language=en_US],dc:language[@element=language][@qualifier=iso][@language=en_US],dc:subject[@element=subject][@language=en_US],dc:title[@element=title][@language=en_US],dc:type[@element=type][@language=en_US],dc:description[@element=description][@language=en_US],dc:description[@element=description][@qualifier=sponsorship][@language=en_US],dc:description[@element=description],dc:relation[@element=relation][@qualifier=ispartofseries][@language=en_US],dc:title[@element=title][@qualifier=alternative][@language=en_US],dc:contributor[@element=contributor][@qualifier=author][@language=en_US],dc:date[@element=date][@qualifier=issued][@language=en_US],dc:contributor[@element=contributor][@qualifier=advisor],dc:contributor[@element=contributor][@qualifier=other],dc:description[@element=description][@qualifier=abstract],dc:publisher[@element=publisher][@language=en_US],dc:rights[@element=rights][@language=*],dc:rights[@element=rights][@qualifier=uri][@language=*],dc:contributor[@element=contributor][@qualifier=chair],dc:identifier[@element=identifier][@qualifier=doi],dc:identifier[@element=identifier][@qualifier=doi][@language=en_US],dc:description[@element=description][@qualifier=provenance]
oai:ecommons.cornell.edu:1813/7624,"Alexander, Kjirsten",2007-05-31T21:44:37Z,2007-05-31T21:44:37Z,2007-05-31T21:44:37Z,http://hdl.handle.net/1813/7624,,"Questions:  What does the government prioritize when facing conflicting social, environmental and economic demands?  What are the impacts and how can these demands be balanced in a responsible, progressive and humanitarian way?

This research uses a political ecology framework to discuss the sociocultural, economic and environmental implications of Chilean forest management practices.  This is a critical analysis of the Chilean government?s priorities, which currently promote an extractive export economy at high social and environmental costs.  Despite a growing economy, the wealth disparity in the country is vast and continues to expand.  I argue that the government must reorient its focus away from GDP and toward more valuable measures of the country?s health. Public funds need to be redistributed to benefit the people in the country and the country?s natural treasures rather than subsidizing private industry to attract wealthy foreign investors. This shift in priorities must be implemented in strong, creative policy that supports simultaneous economic growth, environmental preservation, and social justice. 
This project is based on personal experiences, interviews and observations from when I lived in Chile during the spring of 2006, as well as on secondary sources that provide scientific and statistical evidence.  I describe the history of the forest plantation development, the government?s role in creating the industry that exists today, and current statistics that show the scope and significance of the industry.  Different sources present conflicting evidence depending on their interests, demonstrating the complexity of the controversies around the social and ecological impacts of the forest plantations.  Various avenues for change are possible: policy restructuring, market control methods, improved ecological management, and social and environmental activism promoting government and citizen awareness and responsibility.  Government leaders are integral to promoting human rights and environmental preservation and it is their responsibility to prioritize these goals at least as much as private investment.","Made available in DSpace on 2007-05-31T21:44:37Z (GMT). No. of bitstreams: 3
bibliography.doc: 28672 bytes, checksum: 2634d53abf11774756579d72c744ccca (MD5)
Appendices 1-7.doc: 10739712 bytes, checksum: bdf5e19cd9ce268edbea9e1a29ec4208 (MD5)
Thesis Kjirsten Alexander.doc: 904704 bytes, checksum: b2ec7bbbcc943f57d589ce70fd0a16dc (MD5)",904704 bytes,application/msword,,Chile economy,Profit Priorities and Cost Distribution: Sociocultural and ecological impacts of Chilean forest management,Dissertation or Thesis,,,en_US,,,,,,,,,,,,,,,,,,,,,,
oai:ecommons.cornell.edu:1813/7627,"Boymel, Libby",2007-06-04T08:17:25Z,2007-06-04T08:17:25Z,2007-06-04T08:17:25Z,http://hdl.handle.net/1813/7627,"Senior Honors Thesis 2007 - Department of Human Development, Cornell University","This study was conducted using the DRM paradigm to try to further comprehend false recall positioning. The objective of this study was twofold: to demonstrate that gist, verbatim, and gist + verbatim instructions can alter the positional output of true versus false memories, and to see whether placement of these memories can be affected by other manipulations and their interactions. Results showed that altering the instructions given has a statistically significant effect (at the p <.000 level) in regards to the placement of false memory and true memory,. Significant effects were also witnessed for various other manipulations that confirm the dual process theory. Although the study presented limitations, the results are very useful when applied to criminal investigations and psychotherapy.","Made available in DSpace on 2007-06-04T08:17:25Z (GMT). No. of bitstreams: 1
HD Honors Thesis ~ Final.doc: 349184 bytes, checksum: 360e14923fe9df10c402c79079ce4ee8 (MD5)",349184 bytes,application/msword,,Thesis,False Recall in Manipulations of the DRM Paradigm,Dissertation or Thesis,,,en_US,,,,,,,,,,,,,,,,,,,,,,
oai:ecommons.cornell.edu:1813/7647,"Libby, Laura A.",2007-06-10T15:53:03Z,2007-06-10T15:53:03Z,2007-06-10T15:53:03Z,http://hdl.handle.net/1813/7647,,"The causal reasoning literature suggests that hypothesis testing will only include tests that support a particular hypothesis (confirmation bias), rather than distinguish between possible hypotheses (Wason, 1960; Mynatt, Daugherty, & Tweney, 1977; Klayman & Ha, 1987).  Self-generated hypotheses should elicit a stronger confirmation bias than other-generated hypotheses, possibly because the generation of a hypothesis requires an initial assessment of plausibility (Schunn & Klahr, 1993).  Plausibility is determined by considering a possible cause within a network of prior knowledge about the world (Koslowski, 1996).  Our study examines the testing of genuine explanations in non-emotion-laden, complex causal reasoning situations.  We predict that the source of the explanation (self or other) and presence of alternative explanations will influence ability to distinguish between two hypotheses.  Furthermore, we predict that the incorporation of prior knowledge into the hypothesis test will allow individuals to distinguish more successfully.  Sixty subjects (F = 32, aged 18-22) completed a structured interview evaluating explanations that varied on number of explanations present and source of explanation.  Ability to distinguish between a target explanation and its complement (but not a genuine alternative) was shown to differ based on the source (self or other) of the target and whether an alternative was provided.  Prior knowledge was only used when distinguishing between the target and a genuine alternative.  In general, the use of a contrast or covariation test is the best predictor of ability to distinguish between two explanations.","Made available in DSpace on 2007-06-10T15:53:03Z (GMT). No. of bitstreams: 1
Laura Libby Thesis 2007.pdf: 139920 bytes, checksum: a99ce394e0d55d879c7809c38420080a (MD5)",139920 bytes,application/pdf,,explanation,Science About What Scientists Do: Distinguishing Between Explanations for Causal Events,Dissertation or Thesis,,,en_US,,,,,,,,,,,,,,,,,,,,,,
oai:ecommons.cornell.edu:1813/7736,"Flenniken, Meagan",2007-06-20T19:51:41Z,2007-06-20T19:51:41Z,2007-06-20T19:51:41Z,http://hdl.handle.net/1813/7736,,"The research for this thesis has taken place over the last two years (2005-2006) in the northern-most pinnacle of Mongolia only miles from the Russian border. It is aimed at assessing nutritional availability, range quality and utilization by domesticated reindeer (Rangifer tarandus tarandus) in a small sliver of taiga ecosystem inhabited by a nomad reindeer-herding people called the Tsaatan. Indigenous reindeer herding practices and cultural strategies link the survivability of the people with the survivability of their reindeer.

The period of Soviet occupation in Mongolia from 1921 to 1991 caused massive damage to the social fabric of Tsaatan culture and also herd health. Since 1991, the Tsaatan have been attempting to revive their culture in post-soviet, Mongolian democracy. Through dairy, packing, riding, meat and other by-products, reindeer provide the raw materials and power the Tsaatan need to survive in this cold mountainous region of Mongolia.

Though a multitude of health problems effect the herd today including inbreeding and zoonotic diseases such as Brucellosis, I believe the herd?s recovery is predicated on first establishing better herd nutrition. Herd demographic data collected by myself and other researchers in 2006 showed a correlation between herd body condition and management strategies/forage quality [Appendix 1]. With the underlying assumption that heard health is influenced by nutrition, this study set out to collect the first set of data on forage availability/quality in Tsaatan pastures. My hypothesis was that both availability and diet composition vary from other reindeer groups and warrant a dynamic set of considerations in terms of best-management policies for the herd.","Made available in DSpace on 2007-06-20T19:51:41Z (GMT). No. of bitstreams: 1
Flenniken, Meagan.pdf: 2054570 bytes, checksum: 27180983d64f743db1cbb627409d7f61 (MD5)",2054570 bytes,application/pdf,,,Reindeer Nutrition and Pasture Analysis in the Mongolian Taiga,Dissertation or Thesis,,,en,,,,,,,,,,,,,,,,,,,,,,
oai:ecommons.cornell.edu:1813/7738,"Reed, Kristan",2007-06-21T12:38:48Z,2007-06-21T12:38:48Z,2007-06-21T12:38:48Z,http://hdl.handle.net/1813/7738,,"Further characterization rumen digestion could aid in development of a more efficient diet. The objective was to determine the early effects (0-6h) of concentrate type on rumen pH and forage digestion. Two forages, orchard grass and corn (Zea mays L.) stover, were combined in a 50:50 ratio with 5 concentrate treatments (no concentrate, corn meal, corn gluten meal, barley (Hordeum vulgare L.)  and wheat (Triticum aestivum L.)). Samples were incubated in vitro in a 1:4 buffer to rumen fluid mixture for 420 min. The pH was measured at intervals throughout the trial and samples were collected for volatile fatty acid (VFA) analysis.  Forage samples alone had significantly lower pH (P<0.05) than those samples containing concentrate. For corn stover samples, this correlates with a high mean lactic acid concentration (535 ppm). The final study measured change in pH and the difference in neutral detergent fiber (NDF) digestibility of four concentrate treatments (no concentrate, corn meal, corn gluten meal, and barley). Two sample distribution methods were tested; forage and concentrate were mixed together in the same filter bag or separated into individual bags.  Barley had the largest inhibitory effect on fiber digestion and caused the largest decline in pH. Treatments with feeds in the same bag showed larger differences in pH and digestibility. Results suggest a diet containing a mixture of forages or, a mixture of corn and forage minimizes declines in rumen pH. They also suggest the study of associative effects is impeded by separation of feeds through filter bags.","Made available in DSpace on 2007-06-21T12:38:48Z (GMT). No. of bitstreams: 1
Reed, Kristan.pdf: 417547 bytes, checksum: 41eeab036c1f74678c75a25f3fa5f1d4 (MD5)",417547 bytes,application/pdf,,,Effects of Concentrate Addition on In Vitro Rumen Fluid pH and Forage Fiber Digestion,Dissertation or Thesis,,,en,,,,,,,,,,,,,,,,,,,,,,
oai:ecommons.cornell.edu:1813/7739,"Abramson, Alexandra",2007-06-21T12:50:07Z,2007-06-21T12:50:07Z,2007-06-21T12:50:07Z,http://hdl.handle.net/1813/7739,,"The primary objective of this study was to compare antimicrobial resistance patterns of Salmonella enterica with Escherichia coli isolated from the same dairy calves. Fecal samples were collected from February 2004 to September 2005 from 74 calves. Calves with at least one Salmonella isolate and one E.coli isolate were included in our analysis. The 148 isolates collected from the 74 calves were tested using a broth tube dilution method for determining resistance to several antimicrobial agents (n=14): AMP, APR, CEF, CHL, ENR, FLO, GEN, NEO, OXY, SPE, SCH, SDI, STH, and TRI. Considering resistance to individual drugs, the percent of E.coli isolates with resistance was over 50 for 11 drugs and the percent of Salmonella isolates resistant was over 50 for 9 drugs. From the antimicrobial resistance patterns generated for E.coli (n=42) and Salmonella (n= 22), the bacteria were found to have 6 identical patterns in common. From these 6 patterns the most common pattern showed resistance to AMP, CEF, CHL, FLO, NEO, OXY, SCH, SDI, and STH. The association of antimicrobial resistance between Salmonella and E.coli for the same calves for individual antimicrobial agents proved not statistically significant. This study showed that resistance to drug classes important in human and animal medicine was common in Salmonella and E.coli from clinically ill calves. Overall, E.coli isolates were more resistant than Salmonella. While there were shared patterns of resistance (n=6) between Salmonella and E.coli, Salmonella isolates were not significantly more likely to be resistant to individual antibiotics if a calf had a resistant E.coli. Results suggest that selection pressure from recent exposure to drugs or interspecific gene transfer was not resulting in a strong association of resistance between the bacteria.","Made available in DSpace on 2007-06-21T12:50:07Z (GMT). No. of bitstreams: 1
Abramson, Alexandra.pdf: 469422 bytes, checksum: 142cfee201fe2f4932869ae4fe9e6018 (MD5)",469422 bytes,application/pdf,,,Comparison of Antimicrobial Resistance Patterns Between Salmonella Enterica Subsp. Enterica and Escherichia Coli in Dairy Calves,Dissertation or Thesis,,,en_US,,,,,,,,,,,,,,,,,,,,,,
oai:ecommons.cornell.edu:1813/7740,"Corrado, Christopher",2007-06-21T16:55:08Z,2007-06-21T16:55:08Z,2007-06-21T16:55:08Z,http://hdl.handle.net/1813/7740,,"An increase in percent intramuscular fat (%IMF) and average daily gain (ADG) are advantageous to the profitability and consumer palatability of forage finished beef.  The effects of weaning age in beef cattle fed an all forage diet on measure of weight gain and carcass quality were analyzed over two years of calf data.  Measures of gain included average daily gain, weight per day of age (WDA), and weight at the conclusion of trial two weaning (CW2).  Measures of carcass quality included  percent intramuscular fat, Longissimus muscle area (REA), rib fat (BF), finished live-weight (FW), rump fat (RF) at the conclusion of trial two weaning, empty body fat (EBF) and Longissimus muscle area as a function of finished weight (REA/FW). Angus x Simmental beef calves (N=50 over two years) were weaned at two distinct ages. In both trials, calves were weaned using a calf-weaner, a plastic removable nose ring used for low stress weaning.  In trial one calves were weaned at the time normally practiced, approximately 157 (+13) days of age in 2004 and 182.7 (+ 9.7) days of age in 2005. In trial two the time of weaning was delayed to 338.5 (+ 13.6) days of age in 2004 and 266.1 (+ 8.4) days of age in 2005.  Following weaning in both trails, calves were fed an all forage diet. For calves born in 2004, carcass data for both weaning groups was gathered by ultrasound at 597(+ 13.6) days of age; in 2005, calves from both trails were analyzed by ultrasound at approximately 554(+ 8.9) days of age. The calves in which weaning was delayed showed numerically higher values for percent intramuscular fat, rib eye area, rump fat, back fat, finished weight, weight per day of age, empty body fat (percent), and rib eye area as a function of finished weight. These differences however were generally not statistically significant using the general linear model in SAS (1998), and analyzing least square means using The Waller-Duncan K-ratio t test.  There was a statistically significant difference in WDA and CW2 for 2005 born calves.   The results of this research potentially show a relationship between delaying weaning and an increase in the carcass quality of forage finished beef.  As farmers producing forage finished beef seek to compete for market share in a market primarily dominated by grain finished, highly marbled, younger carcasses, a delay in weaning age may produce carcasses which are more highly competitive in the current market and capable of better suiting consumer preferences.","Made available in DSpace on 2007-06-21T16:55:08Z (GMT). No. of bitstreams: 1
Corrado, Christopher.pdf: 101637 bytes, checksum: a57ff424ef33eb7bcc3387d560d0f2ea (MD5)",101637 bytes,application/pdf,,,Effect of Changes in Weaning Age on Carcass Traits in Forage Finished Beef Cattle,Dissertation or Thesis,,,en_US,,,,,,,,,,,,,,,,,,,,,,
oai:ecommons.cornell.edu:1813/7741,"Gailor, Mabel",2007-06-21T17:01:18Z,2007-06-21T17:01:18Z,2007-06-21T17:01:18Z,http://hdl.handle.net/1813/7741,,"Vaccines targeting specific threats to lamb health could be immensely instrumental in curbing high levels of lamb mortality in the U.S. lamb industry. However, the age at which vaccine administration would be most beneficial is currently unspecified due to limited knowledge of when lambs become immunocompetent. This study?s main objective was to determine the effect of age on the immunological competency of sheep in order to determine the optimal schedule for vaccinating lambs. An experiment was designed to examine the ability of lambs of varying ages to mount an antigen-specific immune response against Keyhole Limpet Hemocyanin (KLH) after vaccination with KLH in 10% aluminum hydroxide as the adjuvant. Groups of five lambs were vaccinated subcutaneously with one of three treatments (vaccine, control, adjuvant only) three times at two week intervals over a total of six weeks. The age at administration of the treatment was also variable (n=5); the lambs were either 0, 5, or 40 weeks of age at the start of their respective six week vaccine trial. Three blood samples were taken immediately prior to the second and third treatment and two weeks after the third. Lymphocyte proliferation, and production of total immunoglobulin (Ig), and KLH-specific Ig were measured. An increase in lymphocyte production in vaccinated animals in response to vaccines was seen as early as 4 weeks of age, after two vaccines. The production of anti-KLH Ab in vaccinated lambs began after the first vaccination and had a fold response four times as high as control and adjuvant-only animals when sampled two weeks after the first vaccination.","Made available in DSpace on 2007-06-21T17:01:18Z (GMT). No. of bitstreams: 1
Gailor, Mabel.pdf: 261196 bytes, checksum: b5a0047486f4458b8c670458b29cdb2b (MD5)",261196 bytes,application/pdf,,,Maturity of the Lamb Immune System,Dissertation or Thesis,,,en_US,,,,,,,,,,,,,,,,,,,,,,
oai:ecommons.cornell.edu:1813/7742,"Rossman, Rachel",2007-06-21T17:09:39Z,2007-06-21T17:09:39Z,2007-06-21T17:09:39Z,http://hdl.handle.net/1813/7742,,"While many studies have looked at selection for large repertoire sizes in birds, few have explored the potential for selection on the ability to sing each type in the repertoire consistently.  I explored this issue by studying the consistency with which two closely related species of mockingbirds, i.e. the northern (Mimus polyglottos) and the tropical mockingbird (M. gilvus), repeated each syllable type. I hypothesized that if there is selection for singing ability and not just for an increase in repertoire size, it could be expected that syllable consistency should be (1) higher in older, more experienced individuals, (2) higher in species with higher potential for sexual selection via female choice (i.e. higher in the northern versus the tropical mockingbird) and (3) higher in males expected to be of higher quality (i.e. in dominant versus subordinate birds). I found that song consistency could be improved with practice because tropical mockingbirds became more consistent with age. When comparing across male types, I found that consistency was higher in northern and dominant tropical mockingbirds than in subordinate tropical mockingbirds (although the data suggests that dominant tropical mockingbirds that compete with subordinates for breeding may not be much better singers than these subordinates). I suggest that the lack of significant differences between northern mockingbirds and dominant tropical mockingbirds could be a product of a trade-off between repertoire size and singing consistency because as the number of types in a repertoire increases, the opportunities to practice each type are reduced.","Made available in DSpace on 2007-06-21T17:09:39Z (GMT). No. of bitstreams: 1
Rossman, Rachel.pdf: 169231 bytes, checksum: 58fdddd8ca3418db06332f497df43e2e (MD5)",169231 bytes,application/pdf,,,"Effects of Age, Dominance, and Mating System on Vocal Consistency in Mockingbirds (Aves: Mimidae)",Dissertation or Thesis,,,en_US,,,,,,,,,,,,,,,,,,,,,,
oai:ecommons.cornell.edu:1813/7743,"Avery, Michael",2007-06-21T17:29:57Z,2007-06-21T17:29:57Z,2007-06-21T17:29:57Z,http://hdl.handle.net/1813/7743,,"The presence of recognition systems, though oft-studied and well documented in the eusocial insects, has been largely unreported among the spiders.  Most spider species are solitary and cannibalistic, such that kin recognition is not particularly advantageous, and most social spiders do not apparently differentiate between relatives and non-relatives.  However, Delena cancerides, a social huntsman spider from southern Australia, is the only social spider known to respond aggressively to introduced non-relatives and has been shown to preferentially consume non-kin in starvation experiments.  It is hypothesized that chemical cues mediate the differentiation of related colony mates from non-colony mates, and that D. cancerides prefer exposure to cues derived from their natal colony to those derived from an alien colony.  I used a three choice olfactometer to implement an olfactory preference assay with D. cancerides, using the degree of exploration in the olfactometer to divide trials into three analyzable groups.  Movement within the olfactometer during trials was highly non-random.  Spiders in the group characterized by exploration of both the same-colony and foreign-colony stimuli settled with their same-colony stimulus at the end of the trial significantly more than predicted by chance.  However, none of the three trial groups spent significantly more time in the presence of a same-colony stimulus than predicted by random motion.  Spiders spent significantly more time in the presence of conspecific stimuli, from either same- or foreign-colonies, than predicted by random motion in two of three trial groups, suggesting that recognition of conspecifics and the tendency to aggregate is also mediated chemically.","Made available in DSpace on 2007-06-21T17:29:57Z (GMT). No. of bitstreams: 1
Avery, Michael.pdf: 307147 bytes, checksum: 713ed54f20fa89cad61239616c50d1cd (MD5)",307147 bytes,application/pdf,,,Investigations into Colony Identity in a Social Spider: Does Delena cancerides Utilize Chemical Cues to Distinguish Between Kin and Non-kin?,Dissertation or Thesis,,,en_US,,,,,,,,,,,,,,,,,,,,,,
oai:ecommons.cornell.edu:1813/7744,"Bayless, Keith",2007-06-21T19:04:41Z,2007-06-21T19:04:41Z,2007-06-21T19:04:41Z,http://hdl.handle.net/1813/7744,,"Schildia Aldrich, 1923, a distinctive and rare genus of Leptogastrinae (Diptera: Asilidae), is revised. Twelve species are recognized, of which five are new to science. The nine extant species are Neotropical, Afrotropical, and Oriental in distribution. The extant Neotropical species are S. alphus Martin, 1975; S. caliginosa sp. n., described from southern Venezuela; S. fragilis (Carerra, 1944); S. guatemalae Martin, 1975; S. gracillima (Walker, 1855); S. jamaicensis Farr, 1963; S. microthorax Aldrich, 1923; and S. zonae Martin, 1975. S. ocellata Martin, 1975 is synonymized with S. gracillima. The extant Afrotropical species is S. adina sp. n., described from extant and copal (0-11000 years ago) specimens from Madagascar. The extant Oriental species is S. malaya sp. n., described from Kedah, Malaysia. Two extinct species, S. angustifrons and S. martini, are newly described from Dominican amber (15-20 million years ago). Redescriptions and descriptions of the genus and all extant and fossil species are provided. An identification key to the extant and fossil species is presented. Illustrations, photographs, and scanning electron micrographs are provided to support the descriptions and key. Distribution, biogeography, occurrence in biodiversity hotspots, seasonal incidence, and biology are discussed. The geographic distributions of several species are expanded. Potential reasons are explored to explain why Schildia, previously thought to be strictly Neotropical, is also found in Madagascar and Malaysia. Tentative minimum age of the genus is discussed in light of new fossil and biogeographical data.","Made available in DSpace on 2007-06-21T19:04:41Z (GMT). No. of bitstreams: 1
Bayless, Keith.pdf: 4221683 bytes, checksum: 5ceab3bc0b54326ff1a2d546f8d41d73 (MD5)",4221683 bytes,application/pdf,,Biodiversity Hotspots,"Taxonomic Revision of the Genus Schildia Aldrich, 1923 (Diptera: Asilidae: Leptogastrinae) with Descriptions of New Extant and Fossil Species",Dissertation or Thesis,,,en_US,,,,,,,,,,,,,,,,,,,,,,
